merchant_id,vintage_days,mcc,lob,business_type,state,city_tier,kyb_score,gst_registered,pan_verified,monthly_txn_volume_inr,monthly_txn_count,avg_ticket_size_inr,txn_velocity,dispute_rate,chargeback_count_90d,refund_rate,settlement_delay_days,rbi_flags_count,aml_alerts_30d,days_since_last_txn,active_devices,p2p_ratio,risk_label,churn_label
MID01001555,144,5814,QSR & Food Delivery,Proprietorship,Rajasthan,2,0.9757,1,1,18224.41,18,971.88,0.6,0.01255,0,0.01261,1.31,0,0,3,1,0.2251,0,0
MID01001556,130,5732,Electronics Retail,Partnership,Bihar,3,0.5918,1,1,11432.91,48,237.18,1.6,0.00866,0,0.02083,0.0,0,0,4,1,0.2005,0,0
MID01001557,584,7995,Gambling (Prohibited),Proprietorship,Tamil Nadu,1,0.3461,1,0,611805.38,1368,446.92,45.6,0.04997,121,0.03686,1.06,0,3,1,2,0.298,2,0
MID01001558,607,5814,QSR & Food Delivery,Pvt Ltd,Gujarat,2,0.7558,0,1,49919.69,147,338.97,4.9,0.0096,3,0.07577,2.95,0,0,0,1,0.3669,1,1
MID01001559,233,5732,Electronics Retail,Proprietorship,Karnataka,2,0.8971,1,0,50504.29,418,120.65,13.933,0.0003,0,0.00328,0.78,0,0,1,2,0.1155,0,0
MID01001560,182,4814,Telecom & Recharge,Proprietorship,Maharashtra,3,0.8052,1,1,97596.19,198,491.95,6.6,0.00119,1,0.00201,0.0,0,0,18,2,0.135,0,0
MID01001561,311,5411,Grocery & Kirana,Proprietorship,Odisha,2,0.7389,1,1,143817.84,1406,102.23,46.867,0.04042,95,0.04051,1.13,0,0,3,3,0.1465,1,0
MID01001562,119,5732,Electronics Retail,Pvt Ltd,West Bengal,1,0.705,1,1,31090.37,115,269.51,3.833,0.02076,6,0.01581,2.97,0,0,2,2,0.063,0,0
MID01001563,28,5814,QSR & Food Delivery,Pvt Ltd,Kerala,2,0.8859,1,1,125692.95,170,735.41,5.667,0.01992,12,0.02726,0.83,0,0,9,3,0.228,0,1
MID01001564,11,4814,Telecom & Recharge,Proprietorship,Telangana,3,0.2916,1,1,13081.35,27,469.66,0.9,0.02901,0,0.02108,2.45,0,1,3,4,0.1783,2,1
MID01001565,143,5812,Food & Restaurants,Proprietorship,Maharashtra,2,0.603,0,0,150472.75,325,462.97,10.833,0.03974,27,0.05942,1.18,0,0,5,2,0.2032,1,1
MID01001566,84,5812,Food & Restaurants,Pvt Ltd,Odisha,3,0.8156,0,1,5785.12,31,185.26,1.033,0.02554,2,0.03116,3.14,0,0,6,1,0.2027,0,0
MID01001567,318,4900,Utilities,Pvt Ltd,Kerala,1,0.8782,1,1,39792.72,38,1036.89,1.267,0.01435,1,0.01123,1.07,0,2,16,2,0.3109,2,1
MID01001568,560,5812,Food & Restaurants,Pvt Ltd,Punjab,2,0.6227,1,1,68539.39,377,181.72,12.567,0.00515,2,0.01763,1.02,0,0,1,2,0.201,0,1
MID01001569,55,5732,Electronics Retail,Proprietorship,Rajasthan,1,0.9182,1,1,71490.63,93,761.83,3.1,0.00173,0,0.02688,1.69,0,0,4,3,0.3249,0,0
MID01001570,277,4900,Utilities,Partnership,Uttar Pradesh,1,0.7038,1,0,19311.25,14,1298.51,0.467,0.01889,1,0.01374,0.69,0,0,1,1,0.3241,0,1
MID01001571,217,7011,Travel & Hospitality,Pvt Ltd,Uttar Pradesh,1,0.7004,1,1,6491.51,63,101.75,2.1,0.05153,10,0.042,2.89,1,1,2,2,0.4331,2,1
MID01001572,11,5411,Grocery & Kirana,Proprietorship,Haryana,1,0.743,1,1,70324.47,251,279.83,8.367,0.01185,6,0.00718,1.09,0,0,1,1,0.1264,0,0
MID01001573,266,7995,Gambling (Prohibited),Proprietorship,Delhi,1,0.6045,1,1,43876.05,170,257.6,5.667,0.03813,10,0.04727,2.57,0,0,6,4,0.3694,1,0
MID01001574,63,4900,Utilities,Proprietorship,Gujarat,2,0.8326,1,1,21339.3,41,515.74,1.367,0.00608,0,0.0428,0.0,0,0,15,2,0.1193,0,0
MID01001575,76,5814,QSR & Food Delivery,Proprietorship,Telangana,3,0.904,1,1,243572.86,1411,172.59,47.033,0.01699,47,0.01977,0.25,0,0,2,4,0.5951,0,1
MID01001576,278,7011,Travel & Hospitality,Pvt Ltd,West Bengal,1,0.6864,0,1,39532.01,279,141.33,9.3,0.04184,9,0.02607,2.48,2,1,8,1,0.1057,2,1
MID01001577,756,4900,Utilities,Proprietorship,Bihar,1,0.9167,1,1,35637.16,92,384.43,3.067,0.00976,1,0.02685,1.26,0,0,1,5,0.1828,0,1
MID01001578,29,4121,Mobility & Ride-hailing,Proprietorship,Odisha,1,0.5598,1,0,4004.19,16,243.47,0.533,0.00184,0,0.00567,0.34,0,0,0,2,0.2168,0,1
MID01001579,382,5499,FMCG Retail,Proprietorship,Rajasthan,1,0.7967,1,1,15007.78,42,353.77,1.4,0.02273,0,0.03173,1.62,0,0,2,1,0.4279,1,1
MID01001580,888,6300,Insurance,Pvt Ltd,Delhi,1,0.4491,1,1,224754.66,249,900.93,8.3,0.0276,11,0.01807,1.13,0,0,4,2,0.2733,1,1
MID01001581,232,6051,Crypto / Quasi-cash,Pvt Ltd,Bihar,2,0.6524,1,1,16989.95,180,94.1,6.0,0.08581,22,0.05997,2.73,1,0,1,2,0.2145,2,1
MID01001582,468,5499,FMCG Retail,Proprietorship,Telangana,3,0.4974,1,1,87460.5,240,364.16,8.0,0.002,1,0.01548,0.45,2,0,0,4,0.1154,2,0
MID01001583,133,7299,Personal Services,Partnership,Gujarat,2,0.7275,1,1,7392.77,31,237.02,1.033,0.00459,1,0.04997,0.9,0,0,2,1,0.2206,0,1
MID01001584,239,6300,Insurance,Proprietorship,Odisha,2,0.6994,1,1,14168.08,34,412.11,1.133,0.02731,1,0.01908,0.0,0,0,3,4,0.3571,0,1
MID01001585,53,7995,Gambling (Prohibited),Pvt Ltd,Delhi,2,0.6913,1,0,10833.55,45,237.86,1.5,0.05493,4,0.05072,2.75,0,1,2,1,0.0776,2,1
MID01001586,25,5734,SaaS & Digital Goods,Partnership,Uttar Pradesh,1,0.4916,1,1,76192.62,546,139.47,18.2,0.0503,50,0.08907,4.02,0,0,0,2,0.1642,1,0
MID01001587,694,5812,Food & Restaurants,Proprietorship,Odisha,1,0.8013,0,1,52116.51,90,574.64,3.0,0.03226,6,0.02914,1.72,0,0,4,1,0.1561,1,0
MID01001588,100,5812,Food & Restaurants,Public Ltd,Telangana,1,0.7391,1,1,11492.41,2,4886.8,0.067,0.00519,0,0.0252,0.85,0,0,1,1,0.1993,0,0
MID01001589,171,5499,FMCG Retail,Proprietorship,Kerala,1,0.988,0,1,134490.58,364,368.51,12.133,0.00806,2,0.0137,0.09,0,0,1,4,0.4877,0,0
MID01001590,67,5732,Electronics Retail,Partnership,Maharashtra,3,0.6622,1,1,52959.93,252,209.87,8.4,0.01488,6,0.01184,0.76,0,0,3,3,0.0507,0,1
MID01001591,66,5499,FMCG Retail,Proprietorship,Bihar,2,0.8459,1,1,55558.46,265,209.29,8.833,0.02302,14,0.02308,0.0,0,0,0,4,0.2271,1,1
MID01001592,17,7011,Travel & Hospitality,Partnership,Uttar Pradesh,2,0.5684,1,0,45415.4,48,935.65,1.6,0.04914,3,0.03481,1.52,0,1,1,1,0.0659,2,0
MID01001593,130,8398,NGO & Donations,Proprietorship,Punjab,1,0.5691,1,1,16724.67,91,183.23,3.033,0.02474,5,0.03446,1.6,0,0,0,2,0.0049,1,1
MID01001594,394,5732,Electronics Retail,Proprietorship,West Bengal,1,0.8597,1,1,316747.7,243,1299.41,8.1,0.02201,11,0.01812,1.8,0,0,10,4,0.1953,0,1
MID01001595,425,4900,Utilities,Proprietorship,Uttar Pradesh,3,0.879,1,1,33271.95,359,92.47,11.967,0.013,10,0.0192,2.01,0,0,3,6,0.1287,0,0
MID01001596,372,5812,Food & Restaurants,Public Ltd,Uttar Pradesh,1,0.7817,1,0,86462.13,180,479.67,6.0,0.01317,1,0.02518,1.82,0,0,1,1,0.1358,0,1
MID01001597,343,5499,FMCG Retail,Proprietorship,Maharashtra,2,0.7363,1,1,77023.86,105,732.91,3.5,0.01529,4,0.01041,1.24,0,0,13,3,0.3038,2,1
MID01001598,1309,5411,Grocery & Kirana,Partnership,Telangana,1,0.7408,1,1,22727.39,28,801.28,0.933,0.01564,0,0.02058,0.78,0,0,1,1,0.2819,0,1
MID01001599,92,5651,Apparel,Proprietorship,Gujarat,1,0.691,1,1,565730.74,752,752.23,25.067,0.00028,2,0.02017,0.73,1,0,7,2,0.0398,1,0
MID01001600,255,5499,FMCG Retail,Pvt Ltd,Gujarat,1,0.9074,1,1,54999.14,107,512.56,3.567,0.00485,0,0.02519,1.12,0,0,2,3,0.2439,0,0
MID01001601,839,6300,Insurance,Proprietorship,Telangana,3,0.8852,1,1,45100.32,39,1139.37,1.3,0.00656,1,0.00778,1.78,0,0,0,2,0.3924,0,1
MID01001602,957,4814,Telecom & Recharge,Partnership,Kerala,1,0.7293,1,1,42719.94,258,165.36,8.6,0.0137,8,0.01509,0.41,0,0,3,4,0.1294,0,0
MID01001603,65,5912,Pharmacy,LLP,Madhya Pradesh,2,0.4292,1,0,158815.8,702,225.94,23.4,0.0055,3,0.00336,1.38,0,0,2,2,0.0492,0,1
MID01001604,197,5411,Grocery & Kirana,Proprietorship,Odisha,1,0.6397,0,1,256420.2,913,280.69,30.433,0.00764,24,0.02574,0.36,0,0,0,1,0.0155,1,0
MID01001605,1051,5411,Grocery & Kirana,Proprietorship,Bihar,2,0.8417,1,1,71158.89,46,1533.28,1.533,0.00126,1,0.03772,1.54,0,0,1,1,0.064,0,0
MID01001606,449,5734,SaaS & Digital Goods,Pvt Ltd,Kerala,2,0.6516,1,1,7321.18,11,613.74,0.367,0.00643,1,0.07088,0.61,0,0,1,1,0.1186,0,1
MID01001607,328,8398,NGO & Donations,Proprietorship,Uttar Pradesh,2,0.5632,1,1,37498.85,50,745.26,1.667,0.01586,0,0.02019,2.69,0,0,2,3,0.0656,0,0
MID01001608,217,5814,QSR & Food Delivery,Proprietorship,Kerala,1,0.7983,1,1,50876.21,148,343.37,4.933,0.03705,9,0.02917,0.92,0,0,5,5,0.1543,0,0
MID01001609,184,5814,QSR & Food Delivery,Proprietorship,Karnataka,1,0.686,0,1,29906.07,35,841.45,1.167,0.00469,0,0.00379,1.35,0,0,7,1,0.1403,0,1
MID01001610,360,5732,Electronics Retail,Pvt Ltd,Madhya Pradesh,3,0.9519,1,1,10246.18,102,99.8,3.4,0.03175,11,0.02953,0.15,0,0,4,1,0.1396,1,1
MID01001611,210,4814,Telecom & Recharge,LLP,Rajasthan,2,0.88,1,1,5683.82,20,279.22,0.667,0.01289,0,0.02592,1.59,0,0,6,4,0.3841,0,1
MID01001612,259,5912,Pharmacy,Partnership,Tamil Nadu,1,0.8362,1,1,386749.09,1165,331.74,38.833,0.00366,7,0.00691,2.0,0,0,3,2,0.2146,0,1
MID01001613,18,5411,Grocery & Kirana,Partnership,Uttar Pradesh,1,0.6412,0,1,104618.6,397,263.25,13.233,0.02929,34,0.03273,0.5,0,2,5,2,0.2892,2,1
MID01001614,137,5912,Pharmacy,Proprietorship,Telangana,1,0.6049,0,1,53537.92,177,302.13,5.9,0.0328,9,0.0494,1.11,0,0,0,1,0.1659,1,0
MID01001615,460,5814,QSR & Food Delivery,Proprietorship,Gujarat,2,0.9492,1,1,21246.27,32,659.95,1.067,0.00661,0,0.02239,0.42,0,0,2,1,0.0787,0,1
MID01001616,4000,5814,QSR & Food Delivery,Proprietorship,Maharashtra,1,0.5925,0,1,154539.98,309,499.96,10.3,0.00503,1,0.00858,1.02,0,0,0,3,0.0948,0,0
MID01001617,45,5812,Food & Restaurants,Proprietorship,Maharashtra,1,0.5338,0,0,56875.95,48,1181.23,1.6,0.00742,1,0.01396,1.91,0,0,2,3,0.3616,0,0
MID01001618,373,4814,Telecom & Recharge,Proprietorship,Gujarat,1,0.7236,0,0,36244.83,587,61.7,19.567,0.01487,19,0.0265,2.8,0,0,3,1,0.1456,1,0
MID01001619,126,5499,FMCG Retail,Partnership,Telangana,2,0.7705,1,1,65272.48,42,1539.82,1.4,0.00776,2,0.04228,1.78,0,0,10,1,0.3503,0,0
MID01001620,481,5814,QSR & Food Delivery,Proprietorship,Bihar,3,0.5776,1,1,75594.18,336,224.81,11.2,0.00706,3,0.01268,0.2,0,0,3,3,0.5308,0,0
MID01001621,283,5499,FMCG Retail,Proprietorship,Delhi,2,0.9616,1,1,110477.18,83,1318.67,2.767,0.0156,1,0.02664,1.11,0,0,1,1,0.2547,0,0
MID01001622,579,5651,Apparel,Proprietorship,Telangana,2,0.8044,1,1,16277.63,58,277.05,1.933,5e-05,0,0.0156,1.79,0,0,5,1,0.1267,0,1
MID01001623,876,7011,Travel & Hospitality,Proprietorship,Odisha,2,0.8379,1,1,97949.27,174,562.6,5.8,0.04622,16,0.04669,0.0,0,0,1,3,0.2829,1,1
MID01001624,327,5734,SaaS & Digital Goods,Proprietorship,Madhya Pradesh,1,0.7403,1,1,275446.4,1799,153.07,59.967,0.00148,4,0.01216,1.45,0,1,4,5,0.4657,1,0
MID01001625,838,5411,Grocery & Kirana,Proprietorship,Maharashtra,2,0.7349,1,0,81493.45,603,135.03,20.1,0.00601,5,0.00868,1.34,0,0,0,1,0.271,0,1
MID01001626,11,8011,Healthcare,Proprietorship,Karnataka,1,0.5197,1,1,682247.45,1002,680.63,33.4,0.00288,5,0.03099,2.9,0,0,3,3,0.3432,1,0
MID01001627,1326,4900,Utilities,Proprietorship,Karnataka,1,0.6838,1,1,61556.29,1677,36.68,55.9,0.00258,4,0.00815,1.2,0,0,1,3,0.192,0,0
MID01001628,393,4814,Telecom & Recharge,Pvt Ltd,Uttar Pradesh,2,0.7504,1,1,5147.14,38,135.14,1.267,0.03799,3,0.03316,2.39,0,0,2,2,0.4233,1,1
MID01001629,794,5912,Pharmacy,Pvt Ltd,Rajasthan,1,0.5768,1,1,23365.86,29,804.34,0.967,0.00359,0,0.00469,1.0,0,0,0,3,0.1161,0,1
MID01001630,79,5912,Pharmacy,Pvt Ltd,Gujarat,2,0.5892,0,1,15335.67,55,277.84,1.833,0.03125,4,0.02601,1.73,0,0,2,2,0.0409,1,1
MID01001631,117,5411,Grocery & Kirana,Partnership,Maharashtra,2,0.6001,1,0,80338.24,440,182.37,14.667,0.00524,4,0.00702,1.47,0,0,3,1,0.1155,0,1
MID01001632,312,5967,Adult Content (Restricted),Pvt Ltd,Delhi,1,0.4823,1,1,174225.15,109,1588.46,3.633,0.02284,5,0.01905,2.56,0,0,11,2,0.3603,0,0
MID01001633,265,4121,Mobility & Ride-hailing,Proprietorship,Kerala,1,1.0,1,1,68465.89,31,2179.7,1.033,0.01077,1,0.02143,2.32,0,1,5,1,0.1511,1,1
MID01001634,358,5912,Pharmacy,Partnership,Gujarat,2,0.6817,0,0,69032.69,171,403.58,5.7,0.02108,4,0.01627,0.84,0,0,4,1,0.1606,0,0
MID01001635,799,5499,FMCG Retail,Proprietorship,Karnataka,2,0.4348,1,1,662252.76,521,1269.48,17.367,0.01443,11,0.00959,0.0,0,0,4,4,0.2484,0,1
MID01001636,28,5411,Grocery & Kirana,Proprietorship,Kerala,3,0.8865,0,0,8530.76,5,1580.24,0.167,0.01292,0,0.00909,1.9,0,0,1,1,0.3564,0,1
MID01001637,716,5812,Food & Restaurants,Proprietorship,Kerala,1,0.8759,1,1,62816.3,158,397.55,5.267,0.01048,3,0.02151,2.57,0,0,0,3,0.1268,0,0
MID01001638,272,4121,Mobility & Ride-hailing,Proprietorship,West Bengal,3,0.7651,1,1,19412.99,76,254.43,2.533,0.02447,3,0.01812,0.0,0,0,7,1,0.1326,1,0
MID01001639,220,5651,Apparel,Pvt Ltd,Bihar,1,0.6211,0,1,12064.49,27,436.96,0.9,0.00188,0,0.02813,2.61,0,0,3,2,0.2631,0,1
MID01001640,62,7011,Travel & Hospitality,Proprietorship,Madhya Pradesh,1,0.8591,0,1,3267.3,29,108.96,0.967,0.06264,2,0.03884,2.53,0,0,6,2,0.1187,1,1
MID01001641,447,4814,Telecom & Recharge,Partnership,Maharashtra,2,0.8438,1,1,265330.37,394,672.6,13.133,0.00183,1,0.0445,2.3,0,0,1,1,0.1947,0,1
MID01001642,24,4121,Mobility & Ride-hailing,Pvt Ltd,Odisha,1,0.56,1,1,15124.91,50,299.91,1.667,0.02759,2,0.03606,1.17,0,0,0,1,0.178,1,1
MID01001643,517,7299,Personal Services,Proprietorship,Maharashtra,1,0.6544,0,0,46870.26,110,424.47,3.667,0.00919,0,0.00718,2.22,0,0,5,3,0.4039,0,1
MID01001644,23,5411,Grocery & Kirana,Proprietorship,West Bengal,1,0.8928,1,1,71224.19,169,418.97,5.633,0.00617,2,0.00887,1.54,0,0,7,1,0.0492,0,1
MID01001645,285,4814,Telecom & Recharge,Proprietorship,Odisha,3,0.4293,1,1,7504.69,39,188.15,1.3,0.02089,2,0.02323,2.07,0,0,15,3,0.1623,0,0
MID01001646,240,4900,Utilities,Proprietorship,Bihar,3,0.5585,1,1,11553.07,29,390.63,0.967,0.02042,0,0.02613,0.93,0,0,8,2,0.3302,0,0
MID01001647,870,5814,QSR & Food Delivery,Public Ltd,Maharashtra,3,0.685,1,1,42275.82,356,118.69,11.867,0.03727,22,0.07324,0.11,0,0,1,1,0.2749,1,1
MID01001648,17,5812,Food & Restaurants,Partnership,Karnataka,1,0.554,1,1,22471.98,85,261.35,2.833,0.03131,5,0.02238,2.08,0,0,7,1,0.0892,0,1
MID01001649,135,5812,Food & Restaurants,Partnership,Delhi,2,0.8196,1,1,7572.55,51,148.12,1.7,0.02687,2,0.02124,2.1,1,0,6,1,0.1948,1,1
MID01001650,162,5812,Food & Restaurants,Proprietorship,Telangana,3,0.6398,1,1,70305.26,383,183.28,12.767,0.00276,1,0.04976,0.89,0,0,1,3,0.2658,0,0
MID01001651,965,5651,Apparel,Partnership,Telangana,1,0.5782,1,1,40006.74,756,52.89,25.2,0.00047,3,0.00617,1.55,0,0,3,1,0.1098,0,1
MID01001652,462,5812,Food & Restaurants,Partnership,Uttar Pradesh,1,0.6975,1,1,75904.53,276,274.15,9.2,0.02449,15,0.02517,0.76,0,0,5,2,0.0479,1,1
MID01001653,183,4814,Telecom & Recharge,Proprietorship,Telangana,1,0.8199,1,1,57874.46,92,624.52,3.067,0.0014,0,0.00539,0.07,0,0,1,2,0.0864,0,0
MID01001654,213,5411,Grocery & Kirana,Proprietorship,Rajasthan,2,0.583,1,1,151580.18,320,473.43,10.667,0.01637,5,0.03927,1.5,0,0,9,1,0.0575,0,0
MID01001655,56,5411,Grocery & Kirana,Proprietorship,Madhya Pradesh,2,0.8224,0,1,55249.76,51,1070.11,1.7,0.01651,3,0.05671,1.72,0,0,2,2,0.4316,0,1
MID01001656,398,5814,QSR & Food Delivery,Proprietorship,Rajasthan,1,0.8745,1,1,20134.87,117,171.15,3.9,0.03013,4,0.0197,0.9,0,0,0,2,0.309,0,1
MID01001657,46,5812,Food & Restaurants,Pvt Ltd,Telangana,1,0.6994,1,1,198149.1,755,262.22,25.167,0.04565,74,0.03251,2.25,0,0,1,3,0.0816,1,0
MID01001658,573,5967,Adult Content (Restricted),Partnership,Rajasthan,2,0.6386,1,1,27858.11,30,920.97,1.0,0.04393,3,0.02753,0.56,0,0,1,1,0.435,1,1
MID01001659,307,5814,QSR & Food Delivery,Proprietorship,Kerala,2,0.4636,0,1,15926.85,42,373.18,1.4,0.00225,0,0.0292,2.18,0,0,1,1,0.3298,0,1
MID01001660,2942,5812,Food & Restaurants,LLP,Odisha,1,0.5263,1,0,26069.66,54,476.52,1.8,0.0239,3,0.01467,0.31,0,0,2,3,0.2203,1,0
MID01001661,90,5812,Food & Restaurants,Proprietorship,Bihar,1,0.7369,1,1,2277.2,1,2704.74,0.033,0.09074,0,0.0547,3.58,0,0,5,2,0.2433,1,1
MID01001662,244,5912,Pharmacy,Proprietorship,Telangana,3,0.7729,0,1,15543.01,48,320.93,1.6,0.01517,1,0.01412,1.29,0,0,13,3,0.0306,1,1
MID01001663,1633,4121,Mobility & Ride-hailing,LLP,Odisha,2,0.8921,0,1,105735.08,405,260.94,13.5,0.0302,19,0.13271,2.0,0,0,3,1,0.0485,1,0
MID01001664,890,7011,Travel & Hospitality,Pvt Ltd,Madhya Pradesh,2,0.8597,1,1,9549.15,57,165.06,1.9,0.02423,2,0.03162,1.53,0,0,5,4,0.3801,0,1
MID01001665,134,5912,Pharmacy,Partnership,Karnataka,2,0.3556,0,1,366192.83,1177,310.97,39.233,0.02911,71,0.03772,1.55,0,0,2,1,0.1407,1,1
MID01001666,338,4121,Mobility & Ride-hailing,Proprietorship,Rajasthan,3,0.7893,1,1,1975.35,1,1011.91,0.033,0.04489,0,0.05223,1.19,0,0,5,1,0.2766,0,1
MID01001667,270,5651,Apparel,LLP,Tamil Nadu,1,0.5344,1,1,20792.85,30,676.02,1.0,0.00676,0,0.0113,1.65,0,0,0,2,0.338,0,0
MID01001668,358,7995,Gambling (Prohibited),Pvt Ltd,West Bengal,1,0.0704,1,0,8761.82,5,1464.57,0.167,0.08583,0,0.07037,2.21,0,0,0,2,0.1617,1,1
MID01001669,134,5499,FMCG Retail,Partnership,Maharashtra,1,0.8695,1,1,168253.81,301,558.22,10.033,0.08068,50,0.05416,1.32,2,0,7,2,0.1489,2,0
MID01001670,247,5814,QSR & Food Delivery,Proprietorship,Telangana,3,0.7489,1,1,80242.5,1494,53.69,49.8,0.01337,38,0.0193,2.79,0,0,8,3,0.2913,1,0
MID01001671,54,4900,Utilities,Proprietorship,Rajasthan,1,0.9846,1,1,31573.49,44,710.65,1.467,0.01227,1,0.01093,0.0,0,0,4,3,0.2957,0,1
MID01001672,27,7299,Personal Services,Pvt Ltd,Telangana,1,0.9161,1,1,6503.28,14,443.12,0.467,0.02841,2,0.01715,2.64,0,0,5,6,0.6194,0,0
MID01001673,424,5732,Electronics Retail,Pvt Ltd,Maharashtra,1,0.9286,0,1,13165.8,32,404.05,1.067,0.01625,1,0.02479,0.63,0,0,1,1,0.2958,1,1
MID01001674,215,5967,Adult Content (Restricted),Partnership,Gujarat,2,0.6231,1,0,59575.29,49,1207.62,1.633,0.04372,2,0.03533,2.4,0,0,3,1,0.1156,1,1
MID01001675,53,8011,Healthcare,Proprietorship,Rajasthan,2,0.5588,1,1,14393.72,45,315.16,1.5,0.00829,0,0.03295,2.33,0,1,9,2,0.0879,1,0
MID01001676,726,5812,Food & Restaurants,Partnership,Haryana,1,0.8829,1,1,33346.71,49,679.73,1.633,0.03427,0,0.0352,1.11,0,0,4,5,0.1412,0,0
MID01001677,389,7011,Travel & Hospitality,Proprietorship,Tamil Nadu,1,0.6138,1,1,55907.44,365,153.08,12.167,0.07057,45,0.04475,3.12,2,0,4,2,0.3036,2,1
MID01001678,130,4121,Mobility & Ride-hailing,Proprietorship,West Bengal,2,0.5857,1,1,23119.83,224,102.88,7.467,0.0222,10,0.02102,0.66,0,0,1,5,0.1595,0,1
MID01001679,204,5499,FMCG Retail,Proprietorship,Tamil Nadu,1,0.8813,1,1,5632.28,23,235.35,0.767,0.00126,0,0.01469,1.24,1,0,0,1,0.3259,1,0
MID01001680,60,5651,Apparel,Proprietorship,Tamil Nadu,2,0.8565,1,1,6245.15,20,304.2,0.667,0.00173,0,0.00286,1.47,0,0,5,5,0.049,0,1
MID01001681,96,7995,Gambling (Prohibited),Pvt Ltd,Karnataka,1,0.6253,0,1,8851.46,13,660.65,0.433,0.05149,0,0.05323,4.92,1,1,4,2,0.5733,2,1
MID01001682,157,4121,Mobility & Ride-hailing,Proprietorship,Haryana,3,0.8808,1,1,12334.8,82,150.25,2.733,0.01464,1,0.06397,0.0,0,0,1,2,0.2525,0,0
MID01001683,923,5499,FMCG Retail,Proprietorship,Odisha,1,0.7764,1,1,81536.51,52,1565.98,1.733,0.0066,1,0.00546,1.09,0,0,6,1,0.1735,0,0
MID01001684,142,5411,Grocery & Kirana,Pvt Ltd,Kerala,2,0.608,0,1,42737.79,252,169.18,8.4,0.00481,0,0.02309,1.8,0,0,13,1,0.1072,0,0
MID01001685,512,5732,Electronics Retail,Partnership,Gujarat,1,0.6775,0,1,302969.79,812,372.67,27.067,0.00071,3,0.00226,0.17,0,0,8,1,0.1144,0,0
MID01001686,157,8211,Education,Proprietorship,Bihar,1,0.5896,0,1,8407.24,20,407.67,0.667,0.01064,1,0.04562,2.14,0,0,4,3,0.1227,0,1
MID01001687,346,4900,Utilities,Proprietorship,West Bengal,2,1.0,1,1,69843.94,132,528.12,4.4,0.00813,3,0.0179,2.23,0,0,9,4,0.2472,0,0
MID01001688,234,5411,Grocery & Kirana,Pvt Ltd,West Bengal,2,0.8178,1,1,15714.85,25,605.29,0.833,0.01139,0,0.01896,1.89,0,0,1,2,0.4673,0,1
MID01001689,13,8011,Healthcare,Proprietorship,Kerala,2,0.5852,1,1,396398.62,128,3089.84,4.267,0.01223,2,0.02833,0.88,0,0,1,1,0.3058,1,0
MID01001690,20,7299,Personal Services,Proprietorship,Kerala,2,0.7573,1,1,27295.85,116,234.54,3.867,0.01409,2,0.02217,1.91,0,0,8,3,0.4693,1,0
MID01001691,56,5499,FMCG Retail,Proprietorship,West Bengal,2,0.949,0,1,16823.78,31,534.57,1.033,0.0063,0,0.03074,1.09,0,0,1,3,0.2001,0,0
MID01001692,67,5411,Grocery & Kirana,Proprietorship,West Bengal,3,0.6363,1,1,39786.96,106,374.21,3.533,0.04781,10,0.03051,0.9,0,0,0,1,0.1421,0,1
MID01001693,158,5499,FMCG Retail,Partnership,Telangana,1,0.8131,1,1,67726.44,69,977.13,2.3,0.04744,7,0.03829,1.85,0,0,14,1,0.247,0,0
MID01001694,77,5411,Grocery & Kirana,Proprietorship,Punjab,3,0.8385,1,1,17333.53,28,604.25,0.933,0.03245,3,0.02348,0.82,0,0,3,5,0.355,0,1
MID01001695,407,5814,QSR & Food Delivery,Proprietorship,Punjab,1,0.7904,1,1,134304.07,273,491.66,9.1,0.02619,8,0.04049,1.96,0,0,0,5,0.3961,0,1
MID01001696,169,4121,Mobility & Ride-hailing,Proprietorship,Uttar Pradesh,1,0.8952,1,1,377723.12,3591,105.17,119.7,0.00555,37,0.00776,1.94,0,0,3,3,0.2096,0,0
MID01001697,2906,8211,Education,Proprietorship,Punjab,2,0.7281,1,0,233361.59,869,268.32,28.967,0.0257,42,0.06029,2.1,0,0,0,1,0.017,2,1
MID01001698,47,5912,Pharmacy,Proprietorship,Tamil Nadu,1,1.0,1,1,36132.81,215,167.52,7.167,0.00182,2,0.00951,0.62,0,0,1,2,0.1452,0,1
MID01001699,331,8011,Healthcare,Pvt Ltd,Uttar Pradesh,1,0.7609,0,1,601510.13,2229,269.76,74.3,0.0169,54,0.01187,1.68,0,0,3,2,0.1072,0,1
MID01001700,87,8398,NGO & Donations,Proprietorship,Bihar,1,0.9582,0,1,89226.61,465,191.85,15.5,0.04058,28,0.02845,0.98,0,0,5,2,0.1768,1,1
MID01001701,3,5411,Grocery & Kirana,Proprietorship,Haryana,2,0.8193,0,1,6918.99,27,253.06,0.9,0.00527,1,0.02009,2.91,0,0,0,2,0.3573,1,1
MID01001702,311,5812,Food & Restaurants,Proprietorship,Punjab,2,0.9583,1,1,49390.89,177,278.69,5.9,0.00421,2,0.01901,0.16,0,0,0,2,0.1986,0,0
MID01001703,26,4900,Utilities,Pvt Ltd,Madhya Pradesh,1,0.6956,0,0,31040.59,109,283.1,3.633,0.00978,1,0.01152,1.33,0,0,9,1,0.3139,1,1
MID01001704,342,6300,Insurance,Proprietorship,Kerala,1,0.8527,1,1,29724.5,96,309.57,3.2,0.00772,3,0.01941,1.15,0,1,2,2,0.0882,1,1
